,Unnamed: 0,base_new,base_lat,transl,POS
559,13979,экэдмэр,ekedmer,старшая,adj
560,13986,экэӈнэ,ekeŋne,пожилая,adj
561,13976,экуруӈчири,ekuruŋčiri,беспокойный,adj
562,14079,элэк,elek,даровой,adj
563,14086,элэкэн,eleken,достаточный,adj
564,14098,элэмэк,elemek,брезгливый,adj
565,14025,э̄лгэду,elgedu,неспокойно,adj
566,14022,э̄лгэг,elgeg,промежуточный,adj
567,14047,эликэ,elike,волшебная,adj
568,14058,элиӈэ,eliŋe,спешный,adj
569,14044,эливун,eliwun,истинный,adj
570,14061,элки,elki,гармонично,adj
571,14062,элки,elki,однообразный,adj
572,14063,элкивун,elkiwun,одновременный,adj
573,14068,элмэн,elmen,выносливый,adj
574,14117,эмдэӈнэдь,emdeŋneď,больной,adj
575,14161,эмэгдэ,emegde,губастый,adj
576,14163,эмэл,emel,пришлые,adj
577,14175,эмэр,emer,острый,adj
578,14181,эмэрӈи,emerŋi,вьющийся,adj
579,14182,эмэрӈие,emerŋije,вьющийся,adj
580,14183,эмэрукэ,emeruke,вьющийся,adj
581,14127,э̄мӈэ,emŋe,широкий,adj
582,14138,эмтэку,emteku,проломанный,adj
583,14151,эмукэтты,emukettɨ,исходный,adj
584,14154,эмур,emur,острый,adj
585,14155,эмурукэ,emuruke,кудрявый,adj
586,14240,эньки,en'ki,ножны,adj
587,14199,эники,eniki,ножны,adj
588,14208,энкэкэн,enkeken,рыхлый,adj
589,14220,энӈэчэ,enŋeče,передняя,adj
590,14221,энси,ensi,больной,adj
591,14227,энтэкчэ,entekče,густой,adj
592,14230,энтэрэн,enteren,пустой,adj
593,14224,э̄нтуккэн,entukken,тихонько,adj
594,14225,э̄нтукукэн,entukuken,тихонько,adj
595,14226,э̄нтукун,entukun,тихий,adj
596,14348,эӈэч,eŋeč,смело,adj
597,14325,эӈэе,eŋeje,богатый,adj
598,14344,эӈэр,eŋer,смелый,adj
599,14264,эӈидмэр,eŋidmer,сильнее,adj
600,14265,эӈидмэрэч,eŋidmereč,сильнее,adj
601,14273,эӈилэтты,eŋilettɨ,сильный,adj
602,14275,эӈин,eŋin,похож,adj
603,14277,эӈис,eŋis,обладающий.силой,adj
604,14291,эӈкэкэн,eŋkeken,рыхлый,adj
605,14300,эӈкэлчэ,eŋkelče,облинялый,adj
606,14294,эӈкэлри,eŋkelri,летучий,adj
607,14295,эӈкэлри,eŋkelri,линючий,adj
608,14306,эӈкэӈэ,eŋkeŋe,рыхлый,adj
609,14316,эӈун,eŋun,ужасный,adj
610,14324,эӈутэ,eŋute,боязливый,adj
611,14358,эпкэмчэ,epkemče,схваченный,adj
612,14425,эрдэ-н,erde-n,нижний,adj
613,14433,эрдэмрэ,erdemre,слабый,adj
614,14440,эрдэӈнэдь,erdeŋneď,слабый,adj
615,14441,эрдэптыӈ,erdeptɨŋ,нижняя,adj
616,14442,эрдэскэ,erdeske,неуклюжий,adj
617,14564,эрэчэ,ereče,широкая,adj
618,14517,эрэгэ̄н,eregen,вежливый,adj
619,14518,эрэгэ̄нь,eregen',вежливо,adj
620,14535,эрэлэн-ни,erelen-ni,искусное,adj
621,14538,эрэмрэ,eremre,подгорелое,adj
622,14548,эрэнь,eren',вежливо,adj
623,14550,эрэӈэмӈэ,ereŋemŋe,старательный,adj
624,14554,эрэп,erep,теперешний,adj
625,14555,эрэ̄пчэ,erepče,вышитый,adj
626,14403,эргэ,erge,самый.младший,adj
627,14420,эргэч,ergeč,слабый,adj
628,14413,эргэдь,ergeď,слабый,adj
629,14411,эргэдмэр,ergedmer,ниже,adj
630,14412,эргэдмэрэч,ergedmereč,ниже,adj
631,14405,эргэг,ergeg,нижний,adj
632,14416,эргэ̄нэн,ergenen,младший ,adj
633,14386,эргидэ,ergide,нижняя,adj
634,14393,эргимкун,ergimkun,нижний,adj
635,14395,эргин,ergin,средний,adj
636,14452,э̄риллэтты,erillettɨ,ценный,adj
637,14458,э̄рипчи,eripči,дорогой,adj
638,14459,э̄рипчудмэр,eripčudmer,ценнее,adj
639,14460,э̄рипчудмэрэч,eripčudmereč,ценнее,adj
640,14461,э̄рипчун,eripčun,ценный,adj
641,14462,э̄рипчунь,eripčun',дорого,adj
642,14468,эритнэникэн,eritneniken,беспокойно,adj
643,14482,эркэлэ,erkele,теперешний,adj
644,14493,эрлэвӈи,erlewŋi,уважаемый,adj
645,14498,эррөчин,errɵčin,этакий,adj
646,14496,эрри,erri,уважающий,adj
647,14599,эсэкчэ,esekče,незрелый,adj
648,14598,эсэкни,esekni,свежий,adj
649,14570,эсикни,esikni,недавний,adj
650,14577,эсип,esip,прошлый,adj
651,14578,эсипчи,esipči,постоянный,adj
652,14588,э̄скэлдывун,eskeldɨwun,похвальный,adj
653,14589,эскэмэгэн,eskemegen,восхваленный,adj
654,14587,э̄скэвтэ,eskewte,восхваленный,adj
655,14580,эскудмэр,eskudmer,дешевле,adj
656,14581,эскудмэрэч,eskudmereč,дешевле,adj
657,14582,э̄скун,eskun,дешевый,adj
658,14593,эсни,esni,нехороший,adj
659,14654,э̄тэ,ete,морской,adj
660,14659,этэкэ,eteke,быстрый,adj
661,14666,э̄тэлкэн,etelken,жирный,adj
662,14669,этэннэ,etenne,способный,adj
663,14672,этэргэмнэн,etergemnen,муравьиный,adj
664,14621,этикэ̄лкэн,etikelken,замужняя,adj
665,14627,этипчи,etipči,сучковатый,adj
666,14643,этук,etuk,вьючная,adj
667,13764,эвэ,ewe,веселый,adj
668,13788,эвэч,eweč,веселый,adj
669,13789,эвэч,eweč,резвый,adj
670,13767,эвэды,ewedɨ,эвенский,adj
671,13722,эвилэн,ewilen,превосходный,adj
672,13730,эвкичэн,ewkičen,горный,adj
673,13738,э̄врэӈи,ewreŋi,хриплый,adj
674,13733,эври,ewri,спускающийся,adj
675,13735,эврикэ,ewrike,меховая,adj
676,13746,эвтэ,ewte,легкое,adj
677,13760,эвуч,ewuč,близкий,adj
678,13748,эвув,ewuw,близкий,adj
679,2664,гя̄ки,g'aki,разный,adj
680,2665,гя̄китаӈ,g'akitaŋ,разный,adj
681,2669,гя̄манач,g'amanač,дружно,adj
682,2678,гя̄ӈата,g'aŋata,визгливый,adj
683,2144,геин,g'ein,молчаливый,adj
684,2148,геинмэ̄тникэн,g'einmetniken,наперегонки,adj
685,2156,ге̄лбэти,g'elbeti,светлый,adj
686,2157,ге̄лбэтич,g'elbetič,прозрачно,adj
687,2161,ге̄р,g'er,прохладный,adj
688,2403,гөйэм,gɵjem,неумелый,adj
689,2411,гө̄лдэпчэ,gɵldepče,договорный,adj
690,2416,гөлилрэ,gɵlilre,молодой,adj
691,2430,гө̄нечэ,gɵn'eče,хромой,adj
692,2426,гө̄некэ,gɵn'eke,хромой,adj
693,2429,гө̄нерэ,gɵn'ere,хроменький,adj
694,2445,гө̄стэ,gɵste,остроумный,adj
695,2031,габангат,gabangat,колючий,adj
696,2032,габар,gabar,колючий,adj
697,2034,габарки,gabarki,колючий,adj
698,2035,габули,gabuli,ветвистый,adj
699,2137,гачир,gačir,жадный,adj
700,2139,гачира̄ӈка,gačiraŋka,жадный,adj
701,2052,га̄дач,gadač,безвозвратно,adj
702,2056,га̄дик,gaďik,любимый,adj
703,2092,га̄нип,ganip,прошлогодний,adj
704,2093,га̄нипа,ganipa,годовалый,adj
705,2094,га̄нипчан,ganipčan,годовалый,adj
706,2096,гаптар,gaptar,дальнозоркий,adj
707,2100,гарагдамкан,garagdamkan,развесистый,adj
708,2101,гарака̄ч,garakač,ветвистый,adj
709,2102,гаралкан,garalkan,суковатый,adj
710,2103,гарамнан,garamnan,суковатый,adj
711,2104,гарандя,garanďa,сказочная.птица,adj
712,2107,гариси,garisi,головная.часть.спального.мешка,adj
713,2110,гарпа̄нӈа,garpanŋa,солнечный.луч,adj
714,2111,гарпа̄нӈамнан,garpanŋamnan,лучистый,adj
715,2114,гарули,garuli,сучковатый,adj
716,2133,гасчинна,gasčinna,требуемый,adj
717,2124,га̄суна̄н,gasunan,парный,adj
718,2578,гэгдене,gegďen'e,наклонный,adj
719,2579,гэгде̄пки,gegďepki,наклонно,adj
720,2602,гэлэвкэ,gelewke,грустный,adj
721,2597,гэ̄лумэтти,gelumetti,пугливый,adj
722,2598,гэ̄лун,gelun,пугливый,adj
723,2614,гэӈгэне,geŋgen'e,неуклюжий,adj
724,2633,гэрбэлкэн,gerbelken,известный,adj
725,2634,гэрбэлкэн,gerbelken,именованный,adj
726,2647,гэрэтэӈ,gereteŋ,разный,adj
727,2177,гидан,gidan,горный.хребет,adj
728,2183,гиин,giin,спокойный,adj
729,2208,гилра,gilra,холодный,adj
730,2222,гилси,gilsi,холодный,adj
731,2226,гилтаня,giltan'a,белый,adj
732,2241,гир,gir,прохладный,adj
733,2273,гиркамда,girkamda,пешеходный,adj
734,2301,гитар,gitar,пронзительный,adj
735,2305,главнай,glawnaj,главный,adj
736,2384,гоюмча,gojumča,раненый,adj
737,2335,гор,gor,далекий,adj
738,2340,горал,goral,дальний,adj
739,2368,го̄рча,gorča,линялый.птица,adj
740,2350,гордук,gorduk,издавна,adj
741,2364,го̄рри,gorri,линялый.птица,adj
742,2365,гортаки,gortaki,далеко,adj
743,2366,гору,goru,далеко.долго,adj
744,2375,государственнай,gosudarstw'ennaj,государственный,adj
745,2377,гот,got,горький,adj
746,2381,готач,gotač,горько,adj
747,2379,готальча,gotalča,прогорклый,adj
748,2463,грузалкан,gruzalkan,груженый,adj
749,2464,грузамда,gruzamda,грузовой,adj
750,2474,гӯд,gud,высокий,adj
751,2476,гӯдадмар,gudadmar,выше,adj
752,2477,гӯдадмарач,gudadmarač,выше,adj
753,2482,гӯданя,gudan'a,высоченный,adj
754,2489,гӯдати,gudati,высокая,adj
755,2492,гудеич,guďeič,ласково,adj
756,2491,гудеине,guďein'e,милый,adj
757,2493,гудей,guďej,жалкий,adj
758,2494,гудей,guďej,милый,adj
759,2495,гудейлэдин,guďejleďin,милый,adj
760,2500,гудене,guďen'e,милый,adj
761,2574,гуяган,gujagan,бодливый,adj
762,2504,гуймаган,gujmagan,бодливый,adj
763,2508,гула,gula,рыжий,adj
764,2510,гулалдывун,gulaldɨwun,огниво,adj
765,2515,гулаӈан,gulaŋan,красноватый,adj
766,2519,гулкэ,gulke,годовалый,adj
767,2522,гулрэкэн,gulreken,белый,adj
768,2527,гулрэне,gulren'e,белый,adj
769,2540,гур,gur,жесткий,adj
770,2543,гургаталкан,gurgatalkan,бородатый,adj
771,2558,гургэвчимӈэ,gurgewčimŋe,рабочий,adj
772,2544,гургули,gurguli,бородатый,adj
773,2568,гӯт,gut,высокий,adj
774,4275,ӣба,iba,ловкий,adj
775,4283,ибдири,ibďiri,удивительный,adj
776,4276,ибга,ibga,хороший,adj
777,4280,ибго,ibgo,хороший,adj
778,5492,ичуня,ičun'a,оцепенелый,adj
779,4428,идяня,iďan'a,серый,adj
780,4410,идарси,idarsi,едкий,adj
781,4359,ӣг,ig,безлюдный,adj
782,4396,игъяня,igъjan'a,редкий,adj
783,4368,игдяка,igďaka,серый,adj
784,4398,ӣгэлкэн,igelken,звучный,adj
785,4400,ӣгэр,iger,резкий,adj
786,4378,ӣграня,igran'a,молчаливый,adj
787,4376,ӣграни,igrani,молчаливый,adj
788,4379,ӣграӈи,igraŋi,молчаливый,adj
789,4391,игтыӈалкан,igtɨŋalkan,линованный,adj
790,4393,игтыӈнатты,igtɨŋnattɨ,линованный,adj
791,4439,ика̄р,ikar,озорной,adj
792,4487,икэр,iker,бечева,adj
793,4488,икэ̄с,ikes,обладающий.способностью.к.пению,adj
794,4449,ӣкич,ikič,доступный,adj
795,4451,икта̄,ikta,незрелый,adj
796,4452,ику,iku,мутный,adj
797,4453,икути,ikuti,тихий,adj
798,4462,икутывчири,ikutɨwčiri,молчаливый,adj
799,4502,илалкан,ilalkan,трехлетний,adj
800,4511,илань,ilan',мучительно,adj
801,4508,иланмеитан,ilanm'eitan,тридцатый,adj
802,4513,илаӈалкан,ilaŋalkan,беременная,adj
803,4532,илбадь,ilbaď,пришедший.на.помощь,adj
804,4724,илэн,ilen,бедственный,adj
805,4726,илэнь,ilen',мучительно,adj
806,4727,илэӈ,ileŋ,сухой,adj
807,4733,илэр,iler,пестрый.масть,adj
808,4735,илэр,iler,сероватый,adj
809,4720,илэвур,ilewur,белый,adj
810,4575,илгэни,ilgeni,дрожащий,adj
811,4576,илгэс,ilges,алчный,adj
812,4561,ӣлгитты,ilgittɨ,мучающий,adj
813,4600,илин,ilin,вечерняя.звезда,adj
814,4603,илис,ilis,тринадцатый,adj
815,4605,илитан,ilitan,третий,adj
816,4606,илитан,ilitan,тринадцатый,adj
817,4618,илкач,ilkač,мучительно,adj
818,4610,илкадяк,ilkaďak,прачечная,adj
819,4612,илкан,ilkan,настоящий,adj
820,4616,илкатадяк,ilkataďak,прачечная,adj
821,4617,илкатла,ilkatla,выстиранное,adj
822,4632,илкэне,ilken'e,меченый,adj
823,4660,илрач,ilrač,статный,adj
824,4651,илрамаган,ilramagan,жалостливый,adj
825,4652,и̇лрамда,i̇lramda,нательный,adj
826,4656,илрань,ilran',жалостливо,adj
827,4657,илраня,ilran'a,отзывчивый,adj
828,4658,илрар,ilrar,жалкий,adj
829,4659,илрарда,ilrarda,жалкий,adj
830,4645,илравта,ilrawta,жалостливый,adj
831,4661,ӣлри,ilri,мучающийся,adj
832,4702,илуча,iluča,установивший,adj
833,4687,илукач,ilukač,мучительно,adj
834,4693,илумкун,ilumkun,узкий,adj
835,4700,ӣлус,ilus,мучительный,adj
836,4701,ӣлусэч,iluseč,туго,adj
837,4753,иманрагчин,imanragčin,белоснежный,adj
838,4755,иманралкан,imanralkan,снежный,adj
839,4763,ӣмкалан,imkalan,меткий,adj
840,4787,имрэчэ,imreče,жирный,adj
