,base_new,base_lat,transl,POS
14440,эрдэӈнэдь,erdeŋneď,слабый,adj
14441,эрдэптыӈ,erdeptɨŋ,нижняя,adj
14442,эрдэскэ,erdeske,неуклюжий,adj
14564,эрэчэ,ereče,широкая,adj
14517,эрэгэ̄н,eregen,вежливый,adj
14518,эрэгэ̄нь,eregen',вежливо,adj
14535,эрэлэн-ни,erelenni,искусное,adj
14538,эрэмрэ,eremre,подгорелое,adj
14548,эрэнь,eren',вежливо,adj
14550,эрэӈэмӈэ,ereŋemŋe,старательный,adj
14554,эрэп,erep,теперешний,adj
14555,эрэ̄пчэ,erepče,вышитый,adj
14403,эргэ,erge,самый.младший,adj
14420,эргэч,ergeč,слабый,adj
14413,эргэдь,ergeď,слабый,adj
14411,эргэдмэр,ergedmer,ниже,adj
14412,эргэдмэрэч,ergedmereč,ниже,adj
14405,эргэг,ergeg,нижний,adj
14416,эргэ̄нэн,ergenen,младший ,adj
14386,эргидэ,ergide,нижняя,adj
14393,эргимкун,ergimkun,нижний,adj
14395,эргин,ergin,средний,adj
14452,э̄риллэтты,erillettɨ,ценный,adj
14458,э̄рипчи,eripči,дорогой,adj
14459,э̄рипчудмэр,eripčudmer,ценнее,adj
14460,э̄рипчудмэрэч,eripčudmereč,ценнее,adj
14461,э̄рипчун,eripčun,ценный,adj
14462,э̄рипчунь,eripčun',дорого,adj
14468,эритнэникэн,eritneniken,беспокойно,adj
14482,эркэлэ,erkele,теперешний,adj
14493,эрлэвӈи,erlewŋi,уважаемый,adj
14498,эррөчин,errөčin,этакий,adj
14496,эрри,erri,уважающий,adj
14599,эсэкчэ,esekče,незрелый,adj
14598,эсэкни,esekni,свежий,adj
14570,эсикни,esikni,недавний,adj
14577,эсип,esip,прошлый,adj
14578,эсипчи,esipči,постоянный,adj
14588,э̄скэлдывун,eskeldɨwun,похвальный,adj
14589,эскэмэгэн,eskemegen,восхваленный,adj
14587,э̄скэвтэ,eskewte,восхваленный,adj
14580,эскудмэр,eskudmer,дешевле,adj
14581,эскудмэрэч,eskudmereč,дешевле,adj
14582,э̄скун,eskun,дешевый,adj
14593,эсни,esni,нехороший,adj
14654,э̄тэ,ete,морской,adj
14659,этэкэ,eteke,быстрый,adj
14666,э̄тэлкэн,etelken,жирный,adj
14669,этэннэ,etenne,способный,adj
14672,этэргэмнэн,etergemnen,муравьиный,adj
14621,этикэ̄лкэн,etikelken,замужняя,adj
14627,этипчи,etipči,сучковатый,adj
14643,этук,etuk,вьючная,adj
13764,эвэ,ewe,веселый,adj
13788,эвэч,eweč,веселый,adj
13789,эвэч,eweč,резвый,adj
13767,эвэды,ewedɨ,эвенский,adj
13722,эвилэн,ewilen,превосходный,adj
13730,эвкичэн,ewkičen,горный,adj
13738,э̄врэӈи,ewreŋi,хриплый,adj
13733,эври,ewri,спускающийся,adj
13735,эврикэ,ewrike,меховая,adj
13746,эвтэ,ewte,легкое,adj
13760,эвуч,ewuč,близкий,adj
13748,эвув,ewuw,близкий,adj
2664,гя̄ки,g'aki,разный,adj
2665,гя̄китаӈ,g'akitaŋ,разный,adj
2669,гя̄манач,g'amanač,дружно,adj
2678,гя̄ӈата,g'aŋata,визгливый,adj
2144,геин,g'ein,молчаливый,adj
2148,геинмэ̄тникэн,g'einmetniken,наперегонки,adj
2156,ге̄лбэти,g'elbeti,светлый,adj
2157,ге̄лбэтич,g'elbetič,прозрачно,adj
2161,ге̄р,g'er,прохладный,adj
2403,гөйэм,gөjem,неумелый,adj
2411,гө̄лдэпчэ,gөldepče,договорный,adj
2416,гөлилрэ,gөlilre,молодой,adj
2430,гө̄нечэ,gөn'eče,хромой,adj
2426,гө̄некэ,gөn'eke,хромой,adj
2429,гө̄нерэ,gөn'ere,хроменький,adj
2445,гө̄стэ,gөste,остроумный,adj
2031,габангат,gabangat,колючий,adj
2032,габар,gabar,колючий,adj
2034,габарки,gabarki,колючий,adj
2035,габули,gabuli,ветвистый,adj
2137,гачир,gačir,жадный,adj
2139,гачира̄ӈка,gačiraŋka,жадный,adj
2052,га̄дач,gadač,безвозвратно,adj
2056,га̄дик,gaďik,любимый,adj
2092,га̄нип,ganip,прошлогодний,adj
2093,га̄нипа,ganipa,годовалый,adj
2094,га̄нипчан,ganipčan,годовалый,adj
2096,гаптар,gaptar,дальнозоркий,adj
2100,гарагдамкан,garagdamkan,развесистый,adj
2101,гарака̄ч,garakač,ветвистый,adj
2102,гаралкан,garalkan,суковатый,adj
2103,гарамнан,garamnan,суковатый,adj
2104,гарандя,garanďa,сказочная.птица,adj
2107,гариси,garisi,головная.часть.спального.мешка,adj
2110,гарпа̄нӈа,garpanŋa,солнечный.луч,adj
2111,гарпа̄нӈамнан,garpanŋamnan,лучистый,adj
2114,гарули,garuli,сучковатый,adj
2133,гасчинна,gasčinna,требуемый,adj
2124,га̄суна̄н,gasunan,парный,adj
2578,гэгдене,gegďen'e,наклонный,adj
2579,гэгде̄пки,gegďepki,наклонно,adj
2602,гэлэвкэ,gelewke,грустный,adj
2597,гэ̄лумэтти,gelumetti,пугливый,adj
2598,гэ̄лун,gelun,пугливый,adj
2614,гэӈгэне,geŋgen'e,неуклюжий,adj
2633,гэрбэлкэн,gerbelken,известный,adj
2634,гэрбэлкэн,gerbelken,именованный,adj
2647,гэрэтэӈ,gereteŋ,разный,adj
2177,гидан,gidan,горный.хребет,adj
2183,гиин,giin,спокойный,adj
2208,гилра,gilra,холодный,adj
2222,гилси,gilsi,холодный,adj
2226,гилтаня,giltan'a,белый,adj
2241,гир,gir,прохладный,adj
2273,гиркамда,girkamda,пешеходный,adj
2301,гитар,gitar,пронзительный,adj
2305,главнай,glawnaj,главный,adj
2384,гоюмча,gojumča,раненый,adj
2335,гор,gor,далекий,adj
2340,горал,goral,дальний,adj
2368,го̄рча,gorča,линялый.птица,adj
2350,гордук,gorduk,издавна,adj
2364,го̄рри,gorri,линялый.птица,adj
2365,гортаки,gortaki,далеко,adj
2366,гору,goru,далеко.долго,adj
2375,государственнай,gosudarstw'ennaj,государственный,adj
2377,гот,got,горький,adj
2381,готач,gotač,горько,adj
2379,готальча,gotalča,прогорклый,adj
2463,грузалкан,gruzalkan,груженый,adj
2464,грузамда,gruzamda,грузовой,adj
2474,гӯд,gud,высокий,adj
2476,гӯдадмар,gudadmar,выше,adj
2477,гӯдадмарач,gudadmarač,выше,adj
2482,гӯданя,gudan'a,высоченный,adj
2489,гӯдати,gudati,высокая,adj
2492,гудеич,guďeič,ласково,adj
2491,гудеине,guďein'e,милый,adj
2493,гудей,guďej,жалкий,adj
2494,гудей,guďej,милый,adj
2495,гудейлэдин,guďejleďin,милый,adj
2500,гудене,guďen'e,милый,adj
2574,гуяган,gujagan,бодливый,adj
2504,гуймаган,gujmagan,бодливый,adj
2508,гула,gula,рыжий,adj
2510,гулалдывун,gulaldɨwun,огниво,adj
2515,гулаӈан,gulaŋan,красноватый,adj
2519,гулкэ,gulke,годовалый,adj
2522,гулрэкэн,gulreken,белый,adj
2527,гулрэне,gulren'e,белый,adj
2540,гур,gur,жесткий,adj
2543,гургаталкан,gurgatalkan,бородатый,adj
2558,гургэвчимӈэ,gurgewčimŋe,рабочий,adj
2544,гургули,gurguli,бородатый,adj
2568,гӯт,gut,высокий,adj
4275,ӣба,iba,ловкий,adj
4283,ибдири,ibďiri,удивительный,adj
4276,ибга,ibga,хороший,adj
4280,ибго,ibgo,хороший,adj
5492,ичуня,ičun'a,оцепенелый,adj
4428,идяня,iďan'a,серый,adj
4410,идарси,idarsi,едкий,adj
4359,ӣг,ig,безлюдный,adj
4396,игъяня,igjan'a,редкий,adj
4368,игдяка,igďaka,серый,adj
4398,ӣгэлкэн,igelken,звучный,adj
4400,ӣгэр,iger,резкий,adj
4378,ӣграня,igran'a,молчаливый,adj
4376,ӣграни,igrani,молчаливый,adj
4379,ӣграӈи,igraŋi,молчаливый,adj
4391,игтыӈалкан,igtɨŋalkan,линованный,adj
4393,игтыӈнатты,igtɨŋnattɨ,линованный,adj
4439,ика̄р,ikar,озорной,adj
4487,икэр,iker,бечева,adj
4488,икэ̄с,ikes,обладающий.способностью.к.пению,adj
4449,ӣкич,ikič,доступный,adj
4451,икта̄,ikta,незрелый,adj
4452,ику,iku,мутный,adj
4453,икути,ikuti,тихий,adj
4462,икутывчири,ikutɨwčiri,молчаливый,adj
4502,илалкан,ilalkan,трехлетний,adj
4511,илань,ilan',мучительно,adj
4508,иланмеитан,ilanm'eitan,тридцатый,adj
4513,илаӈалкан,ilaŋalkan,беременная,adj
4532,илбадь,ilbaď,пришедший.на.помощь,adj
4724,илэн,ilen,бедственный,adj
4726,илэнь,ilen',мучительно,adj
4727,илэӈ,ileŋ,сухой,adj
4733,илэр,iler,пестрый.масть,adj
4735,илэр,iler,сероватый,adj
4720,илэвур,ilewur,белый,adj
4575,илгэни,ilgeni,дрожащий,adj
4576,илгэс,ilges,алчный,adj
4561,ӣлгитты,ilgittɨ,мучающий,adj
4600,илин,ilin,вечерняя.звезда,adj
4603,илис,ilis,тринадцатый,adj
4605,илитан,ilitan,третий,adj
4606,илитан,ilitan,тринадцатый,adj
4618,илкач,ilkač,мучительно,adj
4610,илкадяк,ilkaďak,прачечная,adj
4612,илкан,ilkan,настоящий,adj
4616,илкатадяк,ilkataďak,прачечная,adj
4617,илкатла,ilkatla,выстиранное,adj
4632,илкэне,ilken'e,меченый,adj
4660,илрач,ilrač,статный,adj
4651,илрамаган,ilramagan,жалостливый,adj
4652,и̇лрамда,i̇lramda,нательный,adj
4656,илрань,ilran',жалостливо,adj
4657,илраня,ilran'a,отзывчивый,adj
4658,илрар,ilrar,жалкий,adj
4659,илрарда,ilrarda,жалкий,adj
4645,илравта,ilrawta,жалостливый,adj
4661,ӣлри,ilri,мучающийся,adj
4702,илуча,iluča,установивший,adj
4687,илукач,ilukač,мучительно,adj
4693,илумкун,ilumkun,узкий,adj
4700,ӣлус,ilus,мучительный,adj
4701,ӣлусэч,iluseč,туго,adj
4753,иманрагчин,imanragčin,белоснежный,adj
4755,иманралкан,imanralkan,снежный,adj
4763,ӣмкалан,imkalan,меткий,adj
4787,имрэчэ,imreče,жирный,adj
4792,имсэлкэн,imselken,жирный,adj
4793,имсэпчун,imsepčun,жирный,adj
4803,имути,imuti,тихий,adj
5029,иня̄лкан,in'alkan,тенистый,adj
5030,иням,in'am,крепкий,adj
5031,иня̄мнан,in'amnan,тенистый,adj
5034,иняпчи,in'apči,тенистый,adj
5035,иняпчун,in'apčun,тенистый,adj
5019,инюкэ,in'uke,смешной,adj
5022,инюкэч,in'ukeč,смешной,adj
5023,инюкэчич,in'ukečič,смешно,adj
5021,инюкэтты,in'ukettɨ,насмешливый,adj
4976,инфекционнай,infjekcionnaj,инфекционный,adj
4822,инач,inač,храбрый,adj
4981,инчику,inčiku,разрушенный,adj
4995,инэлкэн,inelken,навьюченный,adj
4996,инэм,inem,крепкий,adj
4997,инэм,inem,крепкий,adj
5006,инэне,inen'e,пепельный,adj
5012,инэӈэрэп,ineŋerep,дневной,adj
5014,инэргэн,inergen,пепельный,adj
5015,ӣнэркэ,inerke,живучий,adj
4845,инибалан,inibalan,выдвижной,adj
4848,иникэч,inikeč,смешно,adj
4847,ӣникэн,iniken,живым,adj
4849,ӣнилкэн,inilken,живой,adj
4850,иним,inim,смешной,adj
4853,инимдэ,inimde,смешной,adj
4855,инимси,inimsi,смешной,adj
4856,инимтэ,inimte,смешливый,adj
4869,ининэч,inineč,насмешливо,adj
4867,ининэмэгэн,ininemegen,смешливый,adj
4865,ининукэчич,ininukečič,насмешливо,adj
4870,ӣниркэ,inirke,живучий,adj
4877,инма,inma,быстрый,adj
4884,инмалан,inmalan,разборчивый,adj
4909,инмэӈэпчи,inmeŋepči,хвойный,adj
4911,инмэр,inmer,приторный.о.жирной.пище,adj
4931,инӈатач,inŋatač,широкая,adj
4935,инӈули,inŋuli,мохнатый,adj
4970,инукэч,inukeč,смешной,adj
5041,иӈан,iŋan,глухой,adj
5047,иӈаня,iŋan'a,желтый,adj
5046,иӈанука̄тты,iŋanukattɨ,оглушительный,adj
5066,иӈэкчэ,iŋekče,мерзлый,adj
5072,иӈэмчэ,iŋemče,мерзлый,adj
5084,иӈэньси,iŋen'si,холодный,adj
5087,иӈэргэнчэ,iŋergenče,поджаристый,adj
5089,иӈэс,iŋes,иней,adj
